area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,lat,lon
Super built-up  Area,Ready To Move,Laggere,1 BHK,,1500,1.0,0.0,60.0,1.0,1500.0,13.0108677,77.5207301
Super built-up  Area,18-May,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,110.0,3.0,1711.0,12.9244884,77.6451418
Plot  Area,Ready To Move,Attur Layout,4 Bedroom,,1200,3.0,2.0,160.0,4.0,1200.0,13.0994536,77.5680336
Super built-up  Area,18-Aug,Chandapura,2 BHK,SuVue S,950,2.0,1.0,25.65,2.0,950.0,12.8009043,77.7114908
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Brlms P,1656,3.0,2.0,80.0,3.0,1656.0,12.8899174,77.6396808
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Ayaya A,1075,2.0,1.0,46.76,2.0,1075.0,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Harlur,3 BHK,,1752.12,3.0,2.0,133.0,3.0,1752.12,12.9058923,77.675465
Plot  Area,Ready To Move,Hebbal,8 Bedroom,,6000,8.0,0.0,220.0,8.0,6000.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Kaverappa Layout,3 BHK,,1540,3.0,3.0,85.0,3.0,1540.0,12.9367886,77.6980587
Super built-up  Area,Ready To Move,LB Shastri Nagar,1 BHK,Ciisera,665,1.0,2.0,32.0,1.0,665.0,12.9660384,77.6708961
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,,1665,3.0,,110.0,3.0,1665.0,12.9118578,77.6517238
Super built-up  Area,18-Mar,Electronics City Phase 1,2 BHK,Shitt S,1145,2.0,1.0,54.0,2.0,1145.0,12.8401734,77.6595099
Super built-up  Area,18-Aug,Whitefield,2 BHK,SSdhimr,1185,2.0,2.0,41.0,2.0,1185.0,12.9957428,77.7579489
Plot  Area,Ready To Move,2nd Phase JP Nagar,3 Bedroom,,1200,3.0,1.0,190.0,3.0,1200.0,12.9107357,77.5829631
Built-up  Area,Ready To Move,Marathahalli,3 BHK,Duals P,1693,3.0,2.0,125.0,3.0,1693.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Dollars Layout,3 BHK,Toiasle,2456,3.0,3.0,220.0,3.0,2456.0,12.9040098,77.5955558
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2559,3.0,2.0,403.0,3.0,2559.0,12.9945063,77.554298
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155,2.0,1.0,40.6,2.0,1155.0,12.9055682,77.5455438
Plot  Area,18-Nov,Whitefield,3 Bedroom,,1200,3.0,2.0,56.58,3.0,1200.0,12.9957428,77.7579489
Plot  Area,Ready To Move,Anjana Nagar,2 Bedroom,,1530,2.0,1.0,185.0,2.0,1530.0,13.0257924,77.6037965
Built-up  Area,Ready To Move,EPIP Zone,3 BHK,,1709,3.0,1.0,80.0,3.0,1709.0,12.9781922,77.7246451
Plot  Area,Ready To Move,Brookefield,8 Bedroom,,2700,8.0,,290.0,8.0,2700.0,12.9652094,77.717936
Plot  Area,Ready To Move,Subramanya Nagar,1 Bedroom,,840,1.0,1.0,150.0,1.0,840.0,13.0047903,77.5599387
Super built-up  Area,Ready To Move,Gottigere,3 BHK,,1400,2.0,1.0,50.0,3.0,1400.0,12.8565317,77.5877237
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Thisea ,1200,2.0,1.0,42.0,2.0,1200.0,13.007516,77.695935
Super built-up  Area,Ready To Move,Janatha Colony,3 BHK,SGllaav,1439,3.0,1.0,57.23,3.0,1439.0,12.8694807,77.6960796
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1375,2.0,2.0,72.0,2.0,1375.0,12.9047595,77.6759172
Plot  Area,Ready To Move,BTM 2nd Stage,5 Bedroom,,2990,5.0,3.0,416.0,5.0,2990.0,12.9140788,77.6188862
Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,,1200,2.0,1.0,75.0,3.0,1200.0,12.9709537,77.5373851
Built-up  Area,Ready To Move,Yelahanka,2 BHK,Velas V,1315,2.0,3.0,75.0,2.0,1315.0,13.1006982,77.5963454
Plot  Area,18-Mar,Dommasandra,2 Bedroom,,1500,2.0,0.0,40.0,2.0,1500.0,12.8777098,77.7534769
Built-up  Area,Ready To Move,Yelahanka,6 Bedroom,,3600,6.0,1.0,200.0,6.0,3600.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Rancy R,1178,2.0,3.0,82.0,2.0,1178.0,12.9709537,77.5373851
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1430,3.0,2.0,59.0,3.0,1430.0,12.9426506,77.6027253
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1400,2.0,2.0,65.8,3.0,1400.0,12.9968412,77.6928386
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1093,2.0,2.0,72.0,2.0,1093.0,13.0522499,77.6316152
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Bhave E,1200,2.0,1.0,45.0,2.0,1200.0,13.0190926,77.6556774
Plot  Area,Ready To Move,Magadi Road,5 Bedroom,,5000,6.0,1.0,360.0,5.0,5000.0,12.975608,77.5553564
Built-up  Area,15-Dec,1st Block Jayanagar,3 BHK,Bhsic C,1200,2.0,0.0,130.0,3.0,1200.0,12.9182966,77.5741528
Built-up  Area,18-Apr,Whitefield,3 BHK,,2210,3.0,2.0,156.0,3.0,2210.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Revane ,1150,2.0,2.0,70.0,2.0,1150.0,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Silk Board,3 BHK,,1435,2.0,1.0,60.0,3.0,1435.0,12.9167139,77.6214094
Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,78.2,2.0,1173.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,39.0,2.0,1140.0,13.0522499,77.6316152
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1717,3.0,3.0,120.0,3.0,1717.0,13.0834599,77.5980019
Super built-up  Area,Ready To Move,Mallasandra,2 BHK,GMilse ,1325,2.0,,65.0,2.0,1325.0,13.0548302,77.5155741
Built-up  Area,Ready To Move,Hoodi,3 BHK,Macanr ,1370,3.0,2.0,67.0,3.0,1370.0,12.9959233,77.7192796
Super built-up  Area,21-Aug,Electronics City Phase 1,2 BHK,GMownTe,1025,2.0,1.0,90.0,2.0,1025.0,12.8401734,77.6595099
Super built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,,1409,2.0,3.0,62.0,3.0,1409.0,12.8509089,77.5986785
Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1200,2.0,1.0,52.0,2.0,1200.0,12.9320495,77.6842915
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,NRtesnd,1200,2.0,1.0,53.5,2.0,1200.0,13.0522499,77.6316152
Super built-up  Area,18-Feb,Whitefield,3 BHK,BrlisCo,1740,4.0,3.0,130.0,3.0,1740.0,12.9957428,77.7579489
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,88.0,2.0,1232.0,13.0351224,77.631944
Plot  Area,18-Nov,Chandapura,2 Bedroom,,1200,2.0,1.0,36.0,2.0,1200.0,12.8009043,77.7114908
Super built-up  Area,Ready To Move,Whitefield,4 BHK,Toindls,5924,4.0,3.0,625.0,4.0,5924.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Bommanahalli,4 BHK,Alarke ,2100,4.0,2.0,85.0,4.0,2100.0,12.9034581,77.6230028
Super built-up  Area,Ready To Move,5th Phase JP Nagar,1 BHK,,552,1.0,1.0,23.5,1.0,552.0,12.9010682,77.5859397
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1065,2.0,2.0,42.59,3.0,1065.0,12.9055682,77.5455438
Plot  Area,17-Aug,Hennur,3 Bedroom,,1000,3.0,1.0,130.0,3.0,1000.0,13.037077,77.6413572
Plot  Area,Ready To Move,Lakshmipura,2 Bedroom,,1225,2.0,0.0,65.0,2.0,1225.0,13.0875111,77.5314071
Built-up  Area,Ready To Move,Harsha Layout,1 BHK,,650,1.0,0.0,16.0,1.0,650.0,12.9629824,77.3896189
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Gancy P,1067,2.0,2.0,52.0,2.0,1067.0,12.9181024,77.5576638
Super built-up  Area,Ready To Move,Sarjapur,3 BHK,Sondaka,1364,2.0,2.0,56.0,3.0,1364.0,12.9694037,77.5870258
Super built-up  Area,Ready To Move,Tata Nagar,3 BHK,,1750,3.0,3.0,75.0,3.0,1750.0,12.9358121,77.5150011
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1240,2.0,1.0,71.0,2.0,1240.0,12.9426506,77.6027253
Plot  Area,Ready To Move,Hulimavu,2 Bedroom,,1200,2.0,0.0,75.0,2.0,1200.0,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1540,3.0,,75.0,3.0,1540.0,12.9812262,77.6745845
Super built-up  Area,Ready To Move,Sathya Layout,3 BHK,NChtsun,1504,2.0,2.0,102.0,3.0,1504.0,12.989889,77.7186215
Super built-up  Area,Ready To Move,New Thippasandra,2 BHK,,1116,2.0,1.0,49.8,2.0,1116.0,12.9761264,77.660815
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,2365,4.0,2.0,175.0,3.0,2365.0,13.0351224,77.631944
Built-up  Area,Ready To Move,Vijayanagar,2 BHK,,864,2.0,0.0,45.0,2.0,864.0,12.9709537,77.5373851
Plot  Area,Ready To Move,Vidyaranyapura,5 Bedroom,,1200,5.0,1.0,139.0,5.0,1200.0,13.0766407,77.5577315
Super built-up  Area,Ready To Move,Hoskote,3 BHK,Sohti S,1069,2.0,,38.0,3.0,1069.0,13.0318443,77.7618779
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Prersis,1333,2.0,1.0,100.0,2.0,1333.0,13.0382184,77.5919
Plot  Area,Ready To Move,Devanahalli,4 Bedroom,Soyleif,6136,4.0,,550.0,4.0,6136.0,13.142344,77.7339688
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,107.0,3.0,1698.0,13.0522499,77.6316152
Super built-up  Area,18-Jun,JP Nagar,3 BHK,,1275,2.0,2.0,43.6,3.0,1275.0,12.9096941,77.5866067
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Avlls H,1060,2.0,1.0,48.0,2.0,1060.0,12.932582,77.5162034
Super built-up  Area,Ready To Move,Hennur,2 BHK,,1160,2.0,1.0,49.0,2.0,1160.0,13.037077,77.6413572
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Arldsyo,1484,2.0,,65.0,3.0,1484.0,12.9244884,77.6451418
Plot  Area,Ready To Move,Hosa Road,3 Bedroom,,675,3.0,1.0,70.0,3.0,675.0,12.8704543,77.6539943
Plot  Area,Ready To Move,BEML Layout,3 Bedroom,,1200,5.0,,325.0,3.0,1200.0,12.9611099,77.7164738
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1310,2.0,1.0,66.0,2.0,1310.0,13.0351224,77.631944
Plot  Area,Ready To Move,Vijayanagar,6 Bedroom,,1806,6.0,1.0,370.0,6.0,1806.0,12.9709537,77.5373851
Super built-up  Area,Ready To Move,Shanti Nagar,4 BHK,HViesar,3000,4.0,,240.0,4.0,3000.0,12.9555367,77.5924278
Super built-up  Area,Ready To Move,Varthur,3 BHK,,2145,3.0,2.0,165.0,3.0,2145.0,12.9406508,77.746988
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Duals P,1693,3.0,1.0,125.0,3.0,1693.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1230,3.0,3.0,60.0,3.0,1230.0,12.7764978,77.6326204
Plot  Area,18-Jan,Devanahalli,3 Bedroom,Ozdiaan,1200,3.0,1.0,145.0,3.0,1200.0,13.142344,77.7339688
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,,1310,2.0,1.0,37.83,3.0,1310.0,12.8137512,77.6953367
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,Redarav,1066,2.0,2.0,52.5,2.0,1066.0,13.0161949,77.556284
Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2293,3.0,2.0,80.26,3.0,2293.0,13.0522499,77.6316152
Plot  Area,Ready To Move,Tindlu,3 Bedroom,,720,3.0,1.0,81.0,3.0,720.0,13.0750074,77.5673264
Carpet  Area,Ready To Move,2nd Block Bel Layout,3 BHK,,1625,3.0,3.0,92.0,3.0,1625.0,13.0729675,77.554357
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,,1246,2.0,1.0,67.4,2.0,1246.0,12.8699226,77.6272278
Plot  Area,Ready To Move,Vijayanagar,4 Bedroom,,2100,6.0,1.0,252.0,4.0,2100.0,12.9709537,77.5373851
Super built-up  Area,Ready To Move,sarjapura main road,4 BHK,,2400,4.0,3.0,250.0,4.0,2400.0,12.8757178,77.6721743
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,6 Bedroom,,3900,6.0,,195.0,6.0,3900.0,12.932582,77.5162034
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Axdam V,1000,2.0,1.0,70.65,2.0,1000.0,12.9119693,77.5882043
Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,MYncysi,907,2.0,2.0,38.0,2.0,907.0,12.9866903,77.6577863
Plot  Area,Ready To Move,Ulsoor,4 Bedroom,,3500,4.0,0.0,138.0,4.0,3500.0,12.9778793,77.6246697
Super built-up  Area,Ready To Move,Varthur,3 BHK,Vaensia,1395,2.0,3.0,79.0,3.0,1395.0,12.9406508,77.746988
Super built-up  Area,Ready To Move,Kumbena Agrahara,2 BHK,Shont F,1180,2.0,2.0,50.0,2.0,1180.0,13.0017965,77.7473882
Plot  Area,Ready To Move,Banaswadi,5 Bedroom,,1903,6.0,2.0,140.0,5.0,1903.0,13.0141618,77.6518539
Super built-up  Area,18-Mar,Electronic City,2 BHK,,1175,2.0,1.0,47.0,2.0,1175.0,12.8487599,77.648253
Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,MadorSp,1490,2.0,1.0,92.0,3.0,1490.0,12.9754354,77.5358965
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1144,2.0,2.0,67.0,2.0,1144.0,13.0176937,77.5555009
Plot  Area,17-Aug,Anekal - Hosur Road,4 Bedroom,,2400,5.0,,140.0,4.0,2400.0,12.6988961,77.7375717
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,CoinoCu,2500,3.0,2.0,190.0,3.0,2500.0,12.921008,77.5878683
Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,75.0,2.0,1216.0,12.9957428,77.7579489
Super built-up  Area,17-Jun,Nallurhalli,2 BHK,Mauil T,1044,2.0,1.0,60.0,2.0,1044.0,12.9766408,77.7248845
Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,3.0,1.0,93.0,2.0,1352.0,12.977178,77.7436455
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,,1552,3.0,3.0,75.0,3.0,1552.0,13.0351224,77.631944
Built-up  Area,Ready To Move,Bellandur,3 BHK,Krala D,1785,3.0,2.0,120.0,3.0,1785.0,12.9320495,77.6842915
Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,810,2.0,2.0,34.5,2.0,810.0,12.993111,77.6666772
Super built-up  Area,18-May,Banashankari Stage V,3 BHK,Naiewre,1650,3.0,2.0,51.98,3.0,1650.0,12.8849238,77.5154846
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Rabow R,1060,2.0,1.0,35.0,2.0,1060.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1410,2.0,3.0,65.0,3.0,1410.0,13.0283523,77.650469
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1523,2.0,2.0,56.0,3.0,1523.0,12.9512353,77.519054
Super built-up  Area,19-Jan,Kanakpura Road,3 BHK,PrityFa,1591,3.0,1.0,122.0,3.0,1591.0,12.8856913,77.5526564
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,SJcerpe,1640,3.0,3.0,84.0,3.0,1640.0,12.9619639,77.6988922
Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,450,1.0,0.0,16.0,1.0,450.0,13.0978039,77.5811889
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Amarere,1305,2.0,2.0,60.0,3.0,1305.0,12.9426506,77.6027253
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,,1590,3.0,1.0,54.0,3.0,1590.0,13.1006982,77.5963454
Built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Frowsru,1240,2.0,3.0,45.0,2.0,1240.0,12.9812262,77.6745845
Super built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1200,2.0,2.0,54.0,2.0,1200.0,13.0725802,77.6152451
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,41.16,2.0,1100.0,12.9725581,77.692858
Super built-up  Area,Ready To Move,Koramangala,2 BHK,K ncy R,1180,2.0,1.0,128.0,2.0,1180.0,12.9357366,77.624081
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,,1115,2.0,1.0,50.0,2.0,1115.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,4th Block Jayanagar,3 BHK,,1567.2,2.0,0.0,190.0,3.0,1567.2,12.9262342,77.5834146
Super built-up  Area,Ready To Move,Channasandra,3 BHK,Unm 2El,1310,2.0,2.0,45.0,3.0,1310.0,12.9872969,77.7538838
Plot  Area,Ready To Move,Yelahanka,1 Bedroom,,26136,1.0,0.0,150.0,1.0,26136.0,13.1006982,77.5963454
Built-up  Area,Ready To Move,Jyothi Nagar,2 BHK,,959,2.0,1.0,42.5,2.0,959.0,12.8641456,77.5817188
Built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,,1200,4.0,1.0,140.0,4.0,1200.0,12.9104062,77.5951099
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,37.0,2.0,883.0,12.8822711,77.4606466
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,55.5,2.0,1050.0,13.0588586,77.6232576
Super built-up  Area,21-Mar,Yelahanka,2 BHK,Goues A,1390,2.0,2.0,70.21,2.0,1390.0,13.1006982,77.5963454
Built-up  Area,Ready To Move,Hulimavu,2 BHK,,132Sq. Yards,2.0,3.0,46.0,2.0,1188.0,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,AriosPa,1280,2.0,2.0,69.0,3.0,1280.0,12.9267912,77.5132978
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1614,3.0,2.0,95.0,3.0,1614.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,,1000,2.0,0.0,58.0,2.0,1000.0,13.0015277,77.6512362
Super built-up  Area,18-Apr,Marathahalli,2 BHK,,1196,2.0,2.0,57.9,2.0,1196.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3.0,2.0,57.0,3.0,1220.0,12.9244884,77.6451418
Super built-up  Area,19-Apr,Ambalipura,2 BHK,Sisice ,950,2.0,1.0,31.95,2.0,950.0,12.9173303,77.667161
Super built-up  Area,Ready To Move,Doddabommasandra,9 BHK,,2400,8.0,,325.0,9.0,2400.0,13.0544347,77.559327
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Saisena,1200,2.0,2.0,51.0,2.0,1200.0,12.9010682,77.5859397
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1380,2.0,2.0,55.0,3.0,1380.0,12.9047595,77.6759172
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Elayabh,855,2.0,1.0,32.0,2.0,855.0,12.8505644,77.6466948
Super built-up  Area,18-Sep,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1.0,645.0,12.8009043,77.7114908
Super built-up  Area,Ready To Move,Chandapura,2 BHK,Siissi ,922,2.0,1.0,36.0,2.0,922.0,12.8009043,77.7114908
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1200,2.0,2.0,43.2,2.0,1200.0,12.9599768,77.7154704
Super built-up  Area,Ready To Move,Nagadevanahalli,3 BHK,Gaenty ,1240,2.0,2.0,65.0,3.0,1240.0,12.939922,77.4913207
Super built-up  Area,18-Aug,7th Phase JP Nagar,2 BHK,,1070,2.0,2.0,42.0,2.0,1070.0,12.9119693,77.5882043
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,75.0,2.0,1293.0,13.0529919,77.5842533
Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,,1380,2.0,1.0,50.0,3.0,1380.0,13.0254156,77.5960071
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Cerasy ,1599,3.0,2.0,80.0,3.0,1599.0,13.0978039,77.5811889
Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,967,2.0,2.0,41.1,2.0,967.0,12.9829907,77.5744995
Super built-up  Area,Ready To Move,Silver Springs Layout,3 BHK,SaMTBai,1885,3.0,3.0,90.0,3.0,1885.0,12.9582324,77.7098778
Built-up  Area,Ready To Move,1st Block Koramangala,2 BHK,,860,2.0,2.0,65.5,2.0,860.0,12.9248167,77.6342492
Plot  Area,Ready To Move,Yelahanka,1 Bedroom,,1075,1.0,0.0,19.5,1.0,1075.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,1.0,63.5,2.0,1050.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PuilaMi,1595,3.0,2.0,88.0,3.0,1595.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1350,2.0,2.0,102.0,2.0,1350.0,12.9244884,77.6451418
Built-up  Area,Ready To Move,Hebbal,2 BHK,Srntsha,1204,2.0,2.0,45.0,2.0,1204.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,SoineJa,2990,4.0,,240.0,4.0,2990.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.0,2.0,1035.0,12.9244884,77.6451418
Super built-up  Area,18-Dec,ITPL,2 BHK,,1000,2.0,1.0,29.95,2.0,1000.0,12.9846295,77.7377329
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,CoLeoen,1457,3.0,3.0,85.0,3.0,1457.0,12.9244884,77.6451418
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2.0,2.0,47.0,2.0,1194.0,12.9018012,77.6641767
Super built-up  Area,21-Dec,Bannerghatta,2 BHK,,1100,2.0,1.0,66.0,2.0,1100.0,12.9517452,77.6039506
Super built-up  Area,18-Mar,Whitefield,3 BHK,Prtates,1655,3.0,3.0,120.0,3.0,1655.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1691.2,3.0,1.0,115.0,3.0,1691.2,12.8856913,77.5526564
Super built-up  Area,18-Jun,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,46.1,2.0,1215.0,12.9558969,77.7405826
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,1010 - 1300,2.0,0.0,50.125,2.0,1155.0,12.8856913,77.5526564
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1639,3.0,2.0,129.0,3.0,1639.0,12.9959233,77.7192796
Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,PualeSk,1685,3.0,1.0,135.0,3.0,1685.0,12.9244884,77.6451418
Built-up  Area,Ready To Move,Kaveri Nagar,5 Bedroom,,1008,4.0,2.0,180.0,5.0,1008.0,13.0326126,77.6096168
Super built-up  Area,19-Sep,Marathahalli,3 BHK,Vaeva E,2122,3.0,2.0,125.0,3.0,2122.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,1050,2.0,2.0,47.0,2.0,1050.0,12.8894951,77.5596744
Built-up  Area,Ready To Move,Kengeri,2 BHK,Sravema,1230,2.0,2.0,45.0,2.0,1230.0,12.9176571,77.4837568
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,,1240,3.0,2.0,60.0,3.0,1240.0,12.9010682,77.5859397
Built-up  Area,16-Oct,Electronic City Phase II,3 BHK,Brods W,1252,2.0,3.0,65.0,3.0,1252.0,12.8473999,77.6724452
Super built-up  Area,Ready To Move,Canara Bank Colony,3 BHK,,1374,2.0,2.0,88.0,3.0,1374.0,12.9311905,77.5908939
Super built-up  Area,18-Jul,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,30.0,1.0,500.0,12.9104062,77.5951099
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87,3.0,1355.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1040,2.0,3.0,45.0,2.0,1040.0,12.9278196,77.556621
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Contsci,1350,2.0,2.0,68.0,2.0,1350.0,12.9244884,77.6451418
Super built-up  Area,18-Apr,Whitefield,4 BHK,Prtates,4003,6.0,3.0,300.0,4.0,4003.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Hennur,3 BHK,JahtsHe,2400,3.0,,135.0,3.0,2400.0,13.037077,77.6413572
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Grterrr,1560,3.0,1.0,90.0,3.0,1560.0,12.9018012,77.6641767
Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1151,2.0,1.0,43.16,2.0,1151.0,13.0239276,77.6923621
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1360,2.0,2.0,47.59,3.0,1360.0,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Crimson Layout,2 BHK,ARntyne,1250,2.0,2.0,60.0,2.0,1250.0,12.9799554,77.7109706
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1110,2.0,2.0,29.97,3.0,1110.0,12.8009043,77.7114908
Built-up  Area,Ready To Move,Hennur Road,2 BHK,Baesta ,1015,2.0,2.0,50.0,2.0,1015.0,13.0351224,77.631944
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,Trade E,1351,2.0,2.0,78.0,3.0,1351.0,12.9957428,77.7579489
Super built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,KHatsFl,960,2.0,2.0,50.0,2.0,960.0,13.0978039,77.5811889
Super built-up  Area,18-May,Virat Nagar,2 BHK,,1110,2.0,2.0,52.0,2.0,1110.0,12.9036108,77.6208615
Built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1680,3.0,2.0,72.0,3.0,1680.0,13.0254156,77.5960071
Plot  Area,Ready To Move,Arekere,3 Bedroom,Vetanan,2400,3.0,1.0,180.0,3.0,2400.0,12.8872086,77.5960493
Plot  Area,18-Apr,Yemlur,4 Bedroom,Epllan ,11000,5.0,3.0,2000.0,4.0,11000.0,12.9438959,77.6783535
